,Unnamed: 0,index,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,steam_id,enemy_team,ally_team
1675,13675,1271,1769878066,3,0,2206,3,0,Drow Ranger,2015-09-04,,5,2,5,,0,,0,118764669,"[9, 32, 71, 6, 50]","[85, 89, 34, 1, 27]"
1676,13676,1272,1769557517,129,1,4496,1,0,Slark,2015-09-04,,6,6,9,,0,,0,118764669,"[75, 74, 50, 68, 48]","[105, 93, 9, 100, 25]"
1677,13677,1273,1769408635,1,0,3233,1,0,Huskar,2015-09-04,,5,12,5,,0,,0,118764669,"[105, 59, 77, 29, 17]","[21, 25, 57, 79, 18]"
1678,13678,1274,1757452610,131,1,2596,1,0,Crystal Maiden,2015-08-30,,2,10,27,,0,,0,118764669,"[8, 85, 36, 25, 64]","[100, 7, 21, 5, 14]"
1679,13679,1275,1737446959,3,0,2905,12,0,Anti-Mage,2015-08-23,,4,3,14,,0,,0,118764669,"[86, 6, 7, 1, 87]","[109, 12, 31, 112, 72]"
1680,13680,1276,1737320049,131,1,2701,1,0,Centaur Warrunner,2015-08-23,,2,6,6,,0,,0,118764669,"[69, 112, 75, 72, 30]","[67, 5, 21, 96, 111]"
1681,13681,1277,1737175822,2,0,2921,5,0,Doom,2015-08-23,,5,11,10,,0,,0,118764669,"[15, 73, 69, 20, 21]","[33, 112, 58, 88, 51]"
1682,13682,1278,1694301703,2,0,2885,1,0,Winter Wyvern,2015-08-07,,1,13,7,,0,,0,118764669,"[52, 18, 112, 16, 51]","[42, 86, 45, 46, 64]"
1683,13683,1279,1694164471,2,0,2858,1,0,Ogre Magi,2015-08-07,,3,13,18,,0,,0,118764669,"[12, 86, 84, 96, 13]","[91, 51, 14, 41, 40]"
1684,13684,1280,1693940822,2,0,1808,1,0,Sniper,2015-08-07,,3,7,2,,0,,0,118764669,"[86, 18, 35, 56, 112]","[46, 25, 81, 85, 45]"
1685,13685,1281,1681443936,1,0,3109,1,0,Centaur Warrunner,2015-08-02,,6,9,13,,0,,0,118764669,"[19, 96, 75, 93, 56]","[97, 21, 95, 71, 39]"
1686,13686,1282,1680282815,4,0,2583,1,0,Crystal Maiden,2015-08-02,,5,12,12,,0,,0,118764669,"[12, 51, 39, 86, 5]","[15, 46, 84, 30, 70]"
1687,13687,1283,1665481546,4,0,1589,1,0,Crystal Maiden,2015-07-27,12.0,1,10,2,,1,,0,118764669,"[50, 99, 9, 19, 5]","[74, 44, 112, 36, 85]"
1688,13688,1284,1604094492,1,0,2695,1,0,Sniper,2015-07-03,,4,7,10,,0,,0,118764669,"[52, 35, 71, 66, 36]","[44, 38, 9, 94, 18]"
1689,13689,1285,1593751999,131,1,4283,1,0,Juggernaut,2015-06-29,,11,10,9,,0,,0,118764669,"[109, 16, 62, 17, 40]","[7, 52, 63, 8, 35]"
1690,13690,1286,1577431416,131,1,3332,3,0,Sand King,2015-06-23,,9,11,11,,0,,0,118764669,"[4, 1, 50, 59, 25]","[60, 19, 85, 16, 15]"
1691,13691,1287,1577322577,2,0,2638,3,0,Witch Doctor,2015-06-23,,4,14,13,,0,,0,118764669,"[63, 102, 30, 105, 75]","[90, 73, 61, 59, 7]"
1692,13692,1288,1555104257,4,0,3186,1,0,Crystal Maiden,2015-06-15,10.0,7,10,9,,0,,0,118764669,"[75, 44, 63, 71, 5]","[46, 2, 12, 9, 30]"
1693,13693,1289,1555033243,3,0,2061,1,0,Lich,2015-06-15,,4,9,3,,0,,0,118764669,"[46, 63, 53, 31, 1]","[75, 110, 69, 54, 22]"
1694,13694,1290,1506035082,132,1,2332,1,0,Juggernaut,2015-05-27,,5,12,3,,0,,0,118764669,"[21, 55, 30, 41, 39]","[29, 57, 35, 7, 8]"
1695,13695,1291,1497694152,3,0,1941,1,0,Ogre Magi,2015-05-24,,2,11,11,,0,,0,118764669,"[97, 27, 17, 84, 77]","[35, 98, 86, 107, 10]"
1696,13696,1292,1497592371,3,0,1999,1,0,Crystal Maiden,2015-05-24,,1,9,11,,0,,0,118764669,"[19, 17, 69, 5, 100]","[22, 6, 10, 101, 14]"
1697,13697,1293,1497494191,132,1,1817,1,0,Bristleback,2015-05-24,,5,7,10,,0,,0,118764669,"[50, 67, 111, 14, 71]","[112, 87, 17, 70, 99]"
1698,13698,1294,1443739079,132,1,1614,1,0,Ogre Magi,2015-05-03,,1,6,9,,0,,0,118764669,"[85, 6, 20, 21, 11]","[65, 95, 30, 47, 84]"
1699,13699,1295,1406258287,2,0,3111,1,0,Ogre Magi,2015-04-18,,2,8,9,,1,,0,118764669,"[30, 96, 84, 1, 11]","[35, 8, 26, 44, 64]"
1700,13700,1296,1384158288,131,1,1674,1,0,Crystal Maiden,2015-04-08,,2,12,8,,0,,0,118764669,"[95, 36, 84, 91, 34]","[86, 14, 53, 5, 6]"
1701,13701,1297,1378428788,129,1,2028,5,0,Queen of Pain,2015-04-06,,1,7,7,,0,,0,118764669,"[7, 77, 87, 34, 8]","[11, 39, 9, 75, 110]"
1702,13702,1298,1371903830,2,0,3883,1,0,Ogre Magi,2015-04-03,,3,10,24,,0,,0,118764669,"[97, 88, 84, 9, 18]","[8, 107, 75, 51, 98]"
1703,13703,1299,1371840118,2,0,2016,4,0,Mirana,2015-04-03,,4,6,8,,0,,0,118764669,"[25, 12, 9, 2, 34]","[16, 6, 27, 46, 59]"
1704,13704,1300,1369307192,0,0,1971,22,7,Ogre Magi,2015-04-02,,3,10,6,,0,,0,118764669,"[84, 16, 34, 99, 94]","[89, 20, 11, 6, 2]"
1705,13705,1301,1368629449,131,1,2283,1,0,Slark,2015-04-02,,5,9,4,,0,,0,118764669,"[54, 48, 7, 83, 35]","[3, 17, 51, 93, 86]"
1706,13706,1302,1366679191,3,0,2930,22,7,Lich,2015-04-01,,6,11,15,,0,,0,118764669,"[27, 25, 2, 31, 85]","[63, 87, 26, 8, 78]"
1707,13707,1303,1353686111,131,1,1496,5,0,Troll Warlord,2015-03-27,,1,7,4,,0,,0,118764669,"[81, 26, 102, 99, 90]","[51, 58, 100, 95, 103]"
1708,13708,1304,1341236361,1,0,2755,1,0,Witch Doctor,2015-03-22,,2,15,19,,0,,0,118764669,"[109, 30, 93, 53, 14]","[54, 39, 2, 41, 36]"
1709,13709,1305,1330060968,4,0,1864,3,0,Crystal Maiden,2015-03-18,,2,12,10,,0,,0,118764669,"[96, 97, 20, 35, 5]","[87, 75, 18, 12, 39]"
1710,13710,1306,1323193994,132,1,2185,1,0,Viper,2015-03-15,,2,9,4,,0,,0,118764669,"[73, 100, 35, 5, 7]","[91, 12, 54, 71, 47]"
1711,13711,1307,1321497133,132,1,2390,22,7,Crystal Maiden,2015-03-15,,2,9,19,,0,,0,118764669,"[100, 37, 12, 36, 11]","[42, 47, 2, 44, 5]"
1712,13712,1308,1320744864,128,1,2670,1,0,Crystal Maiden,2015-03-14,,3,10,15,,0,,0,118764669,"[40, 104, 77, 68, 38]","[5, 62, 95, 36, 3]"
1713,13713,1309,1320653754,1,0,3372,22,7,Crystal Maiden,2015-03-14,,6,20,14,,0,,0,118764669,"[41, 5, 99, 35, 25]","[9, 95, 71, 74, 87]"
1714,13714,1310,1319154924,132,1,2506,22,7,Crystal Maiden,2015-03-14,,3,14,18,,0,,0,118764669,"[14, 84, 54, 35, 96]","[21, 81, 97, 49, 5]"
1715,13715,1311,1319008508,132,1,2587,22,7,Centaur Warrunner,2015-03-14,,4,10,8,,1,,0,118764669,"[21, 84, 44, 8, 36]","[33, 26, 93, 13, 96]"
1716,13716,1312,1312628132,132,1,2972,1,0,Kunkka,2015-03-11,,6,9,12,,0,,0,118764669,"[75, 86, 87, 82, 11]","[8, 31, 34, 30, 23]"
1717,13717,1313,1307647734,2,0,1654,1,0,Ogre Magi,2015-03-09,,8,7,9,,0,,0,118764669,"[9, 91, 84, 78, 4]","[28, 71, 19, 89, 21]"
1718,13718,1314,1305520108,130,1,3163,1,0,Crystal Maiden,2015-03-08,,1,9,6,,0,,0,118764669,"[54, 96, 106, 50, 47]","[34, 40, 5, 12, 104]"
1719,13719,1315,1305427287,131,1,2298,3,0,Tiny,2015-03-08,,5,8,14,,0,,0,118764669,"[72, 17, 9, 110, 50]","[30, 56, 69, 19, 35]"
1720,13720,1316,1305311938,131,1,2573,1,0,Crystal Maiden,2015-03-08,,4,7,13,,0,,0,118764669,"[1, 99, 11, 7, 86]","[29, 34, 39, 5, 78]"
1721,13721,1317,1305203140,4,0,2523,1,0,Axe,2015-03-08,,5,13,10,,0,,0,118764669,"[36, 106, 32, 53, 2]","[29, 5, 94, 8, 35]"
1722,13722,1318,1301003587,132,1,2236,1,0,Ogre Magi,2015-03-07,,3,9,7,,0,,0,118764669,"[30, 100, 2, 32, 101]","[44, 86, 7, 96, 84]"
1723,13723,1319,1300922768,131,1,1575,1,0,Ogre Magi,2015-03-07,,3,7,9,,0,,0,118764669,"[6, 20, 36, 44, 48]","[17, 57, 23, 84, 21]"
1724,13724,1320,1299352783,129,1,1605,5,0,Pugna,2015-03-06,,2,12,2,,0,,0,118764669,"[29, 51, 71, 31, 112]","[49, 45, 46, 79, 34]"
1725,13725,1321,1296751138,2,0,2170,4,0,Sven,2015-03-05,,2,8,2,,0,,0,118764669,"[71, 26, 18, 31, 13]","[99, 21, 37, 70, 75]"
1726,13726,1322,1282040856,1,0,2606,1,0,Juggernaut,2015-02-28,,0,8,10,,0,,0,118764669,"[30, 8, 100, 96, 46]","[83, 10, 7, 2, 32]"
1727,13727,1323,1271278853,3,0,1024,3,0,Wraith King,2015-02-24,,0,5,0,,3,,0,118764669,"[110, 85, 5, 42, 95]","[99, 74, 90, 56, 83]"
1728,13728,1324,1264523542,4,0,2893,1,0,Centaur Warrunner,2015-02-22,,5,7,16,,0,,0,118764669,"[25, 9, 104, 5, 96]","[23, 20, 33, 99, 39]"
1729,13729,1325,1264290763,3,0,1913,1,0,Centaur Warrunner,2015-02-22,,1,8,1,,0,,0,118764669,"[104, 31, 40, 96, 34]","[101, 41, 88, 75, 57]"
1730,13730,1326,1261811971,0,0,1913,3,0,Juggernaut,2015-02-21,,2,5,3,,0,,0,118764669,"[8, 56, 62, 9, 86]","[14, 47, 30, 51, 110]"
1731,13731,1327,1261386647,129,1,1735,1,0,Centaur Warrunner,2015-02-21,,2,10,7,,0,,0,118764669,"[25, 104, 92, 93, 44]","[2, 96, 53, 10, 7]"
1732,13732,1328,1258281167,131,1,2830,1,0,Centaur Warrunner,2015-02-20,,7,9,13,,0,,0,118764669,"[105, 18, 87, 63, 111]","[27, 12, 101, 96, 17]"
1733,13733,1329,1258107192,3,0,673,1,0,Witch Doctor,2015-02-20,,1,1,0,,1,,0,118764669,"[32, 74, 28, 30, 84]","[101, 9, 23, 62, 54]"
1734,13734,1330,1257682996,130,1,2523,1,0,Tidehunter,2015-02-20,,3,8,6,,0,,0,118764669,"[22, 25, 63, 84, 95]","[35, 5, 29, 8, 62]"
1735,13735,1331,1257615831,130,1,970,1,0,Ogre Magi,2015-02-20,,0,2,2,,1,,0,118764669,"[8, 101, 29, 91, 25]","[21, 12, 84, 46, 2]"
1736,13736,1332,1254287746,129,1,3614,1,0,Centaur Warrunner,2015-02-19,,7,10,15,,0,,0,118764669,"[107, 14, 35, 56, 79]","[57, 96, 86, 34, 74]"
1737,13737,1333,1254190496,130,1,1647,1,0,Sniper,2015-02-19,,3,7,4,,0,,0,118764669,"[112, 2, 76, 21, 75]","[8, 57, 35, 86, 38]"
1738,13738,1334,1251619717,128,1,3634,3,0,Bristleback,2015-02-18,,10,11,15,,0,,0,118764669,"[17, 88, 42, 92, 98]","[99, 33, 31, 23, 46]"
1739,13739,1335,1251527558,0,0,2448,1,0,Slark,2015-02-18,,4,7,7,,0,,0,118764669,"[93, 17, 7, 2, 112]","[14, 37, 67, 75, 41]"
1740,13740,1336,1244737418,0,0,4558,1,0,Bristleback,2015-02-16,,8,11,26,,0,,0,118764669,"[99, 69, 17, 5, 95]","[43, 31, 112, 68, 8]"
1741,13741,1337,1242052952,0,0,3841,1,0,Centaur Warrunner,2015-02-15,,10,11,17,,0,,0,118764669,"[96, 15, 59, 112, 107]","[5, 52, 11, 64, 8]"
1742,13742,1338,1241961389,128,1,2241,1,0,Bristleback,2015-02-15,,4,11,9,,0,,0,118764669,"[17, 27, 70, 62, 101]","[99, 47, 21, 23, 107]"
1743,13743,1339,1241225099,130,1,3122,1,0,Sniper,2015-02-15,,14,12,14,,0,,0,118764669,"[47, 93, 105, 2, 86]","[20, 58, 35, 8, 27]"
1744,13744,1340,1240006470,1,0,1504,1,0,Slark,2015-02-15,,0,4,1,,1,,0,118764669,"[14, 93, 26, 104, 8]","[38, 21, 101, 35, 6]"
1745,13745,1341,1238973368,4,0,2047,4,0,Weaver,2015-02-14,,0,7,6,,0,,0,118764669,"[84, 96, 69, 35, 63]","[32, 7, 42, 8, 15]"
1746,13746,1342,1238282456,131,1,3036,1,0,Ogre Magi,2015-02-14,,2,4,13,,0,,0,118764669,"[39, 97, 112, 8, 41]","[63, 35, 13, 84, 30]"
1747,13747,1343,1238159552,2,0,2067,1,0,Centaur Warrunner,2015-02-14,,3,6,5,,0,,0,118764669,"[95, 112, 96, 32, 28]","[44, 62, 37, 11, 33]"
1748,13748,1344,1235432413,3,0,2552,3,0,Razor,2015-02-13,,1,8,2,,0,,0,118764669,"[56, 5, 41, 15, 9]","[99, 26, 111, 22, 42]"
1749,13749,1345,1235378176,3,0,1092,3,0,Sven,2015-02-13,,1,5,3,,1,,0,118764669,"[85, 59, 27, 18, 26]","[17, 54, 20, 48, 83]"
1750,13750,1346,1227155277,4,0,5793,1,0,Ogre Magi,2015-02-10,,4,15,23,,0,,0,118764669,"[41, 15, 5, 42, 84]","[61, 25, 38, 69, 17]"
1751,13751,1347,1224883638,1,0,2467,1,0,Sniper,2015-02-09,,3,9,12,,0,,0,118764669,"[107, 35, 30, 17, 85]","[39, 15, 105, 56, 40]"
1752,13752,1348,1222616635,2,0,4043,5,0,Ogre Magi,2015-02-08,,12,12,26,,0,,0,118764669,"[58, 13, 84, 42, 90]","[61, 93, 53, 83, 32]"
1753,13753,1349,1222574216,130,1,871,1,0,Bristleback,2015-02-08,,0,1,0,,1,,0,118764669,"[67, 20, 11, 7, 9]","[30, 95, 99, 42, 46]"
1754,13754,1350,1222447860,132,1,2801,5,0,Dragon Knight,2015-02-08,,6,9,9,,0,,0,118764669,"[75, 110, 15, 6, 14]","[51, 54, 55, 68, 49]"
1755,13755,1351,1222298193,3,0,3157,4,0,Lion,2015-02-08,,5,14,11,,0,,0,118764669,"[88, 36, 8, 26, 20]","[16, 54, 40, 35, 62]"
1756,13756,1352,1217556228,129,1,2299,4,0,Slark,2015-02-06,,4,5,5,,0,,0,118764669,"[25, 62, 8, 46, 2]","[35, 93, 90, 42, 7]"
1757,13757,1353,1217492643,130,1,2349,1,0,Tidehunter,2015-02-06,,1,16,7,,0,,0,118764669,"[84, 52, 10, 23, 51]","[30, 12, 29, 8, 76]"
1758,13758,1354,1217150903,130,1,2215,1,0,Centaur Warrunner,2015-02-06,3.0,5,6,10,,0,,0,118764669,"[101, 12, 15, 104, 5]","[95, 30, 96, 74, 16]"
1759,13759,1355,1217040553,130,1,2735,1,0,Crystal Maiden,2015-02-06,,4,8,4,,0,,0,118764669,"[23, 110, 61, 105, 63]","[7, 43, 5, 62, 1]"
1760,13760,1356,1216930982,132,1,2359,4,0,Lifestealer,2015-02-06,,2,5,6,,0,,0,118764669,"[84, 103, 1, 78, 28]","[111, 44, 5, 47, 54]"
1761,13761,1357,1204261322,1,0,3824,1,0,Shadow Shaman,2015-02-01,,3,18,11,,0,,0,118764669,"[4, 27, 21, 95, 78]","[65, 90, 89, 82, 109]"
1762,13762,1358,1204129388,1,0,2932,1,0,Juggernaut,2015-02-01,,6,10,9,,0,,0,118764669,"[2, 8, 59, 14, 84]","[22, 54, 96, 11, 102]"
1763,13763,1359,1204026793,3,0,2087,3,0,Centaur Warrunner,2015-02-01,,7,8,12,,0,,0,118764669,"[71, 3, 75, 96, 88]","[61, 39, 50, 42, 47]"
1764,13764,1360,1200249446,132,1,1262,1,0,Earthshaker,2015-01-30,,0,8,3,,1,,0,118764669,"[15, 84, 26, 8, 2]","[86, 44, 110, 85, 7]"
1765,13765,1361,1183614793,131,1,2369,1,0,Crystal Maiden,2015-01-23,,1,15,9,,0,,0,118764669,"[9, 14, 98, 86, 93]","[74, 30, 44, 5, 85]"
1766,13766,1362,1183573051,130,1,1158,1,0,Tiny,2015-01-23,,0,5,5,,0,,0,118764669,"[39, 100, 72, 2, 9]","[30, 27, 19, 74, 21]"
1767,13767,1363,1183496032,130,1,2369,1,0,Dragon Knight,2015-01-23,,5,10,11,,0,,0,118764669,"[41, 8, 3, 87, 15]","[35, 31, 49, 101, 12]"
1768,13768,1364,1168950158,3,0,2143,1,0,Phantom Assassin,2015-01-17,,0,11,6,,0,,0,118764669,"[16, 58, 97, 44, 35]","[47, 106, 50, 30, 51]"
1769,13769,1365,1167656691,129,1,2458,5,0,Warlock,2015-01-16,,0,8,7,,0,,0,118764669,"[95, 101, 72, 28, 13]","[99, 37, 59, 21, 82]"
1770,13770,1366,1167506743,1,0,1254,5,0,Anti-Mage,2015-01-16,,2,7,6,,0,,0,118764669,"[77, 1, 65, 80, 6]","[20, 38, 4, 84, 59]"
1771,13771,1367,1163202696,2,0,3241,22,0,Clockwerk,2015-01-14,,7,7,17,,0,,0,118764669,"[58, 47, 51, 48, 27]","[62, 14, 36, 50, 53]"
1772,13772,1368,1154809887,132,1,2732,3,0,Razor,2015-01-10,,5,10,20,,0,,0,118764669,"[43, 77, 27, 103, 67]","[81, 30, 20, 29, 15]"
1773,13773,1369,1153544568,1,0,1769,22,0,Centaur Warrunner,2015-01-10,,2,5,3,,0,,0,118764669,"[19, 96, 77, 46, 31]","[40, 8, 29, 7, 83]"
1774,13774,1370,1153437598,1,0,2565,22,0,Lich,2015-01-10,,2,11,17,,0,,0,118764669,"[19, 31, 85, 5, 46]","[44, 2, 27, 15, 9]"
1775,13775,1371,1153302329,130,1,3306,22,0,Crystal Maiden,2015-01-10,,5,15,25,,0,,0,118764669,"[14, 3, 105, 19, 97]","[53, 95, 5, 47, 21]"
1776,13776,1372,1149795520,3,0,2803,4,0,Undying,2015-01-08,,3,11,18,,0,,0,118764669,"[14, 25, 105, 85, 75]","[84, 70, 54, 47, 95]"
1777,13777,1373,1149071542,131,1,1566,1,0,Tidehunter,2015-01-08,,2,6,4,,0,,0,118764669,"[103, 77, 105, 14, 32]","[54, 47, 19, 29, 3]"
1778,13778,1374,1147187021,1,0,3167,4,0,Legion Commander,2015-01-07,,1,6,12,,1,,0,118764669,"[32, 104, 25, 23, 43]","[111, 75, 36, 56, 70]"
1779,13779,1375,1145106825,3,0,2579,1,0,Slark,2015-01-06,,6,7,4,,0,,0,118764669,"[44, 30, 103, 93, 47]","[39, 19, 107, 9, 14]"
1780,13780,1376,1144867721,131,1,2148,1,0,Centaur Warrunner,2015-01-06,,1,7,6,,0,,0,118764669,"[26, 74, 47, 36, 34]","[83, 44, 27, 96, 21]"
1781,13781,1377,1144578137,131,1,2563,1,0,Tidehunter,2015-01-06,,4,10,21,,0,,0,118764669,"[101, 61, 71, 2, 21]","[31, 97, 72, 29, 44]"
1782,13782,1378,1144189013,128,1,2526,1,0,Silencer,2015-01-06,,2,9,5,,0,,0,118764669,"[55, 84, 106, 22, 42]","[75, 44, 12, 37, 82]"
1783,13783,1379,1143987847,0,0,1852,1,0,Centaur Warrunner,2015-01-06,,6,8,6,,0,,0,118764669,"[96, 44, 30, 3, 95]","[41, 40, 74, 9, 57]"
1784,13784,1380,1143001271,0,0,3715,1,0,Kunkka,2015-01-05,,2,9,15,,0,,0,118764669,"[23, 95, 30, 44, 90]","[41, 3, 19, 16, 13]"
1785,13785,1381,1142637997,4,0,1924,4,0,Gyrocopter,2015-01-05,,4,13,9,,0,,0,118764669,"[98, 42, 96, 47, 72]","[7, 18, 30, 14, 87]"
1786,13786,1382,1142461046,3,0,1999,1,0,Dragon Knight,2015-01-05,,6,9,6,,1,,0,118764669,"[44, 7, 82, 49, 26]","[96, 1, 70, 100, 62]"
1787,13787,1383,1140571962,3,0,2366,1,0,Lich,2015-01-04,,4,7,8,,0,,0,118764669,"[35, 29, 1, 31, 7]","[62, 20, 5, 97, 95]"
1788,13788,1384,1139596590,130,1,2882,1,0,Dragon Knight,2015-01-04,,5,11,13,,0,,0,118764669,"[13, 71, 27, 14, 48]","[20, 103, 49, 7, 70]"
1789,13789,1385,1138393987,3,0,2790,1,0,Centaur Warrunner,2015-01-03,,9,11,8,,0,,0,118764669,"[14, 43, 16, 96, 39]","[109, 100, 40, 25, 46]"
1790,13790,1386,1138216872,3,0,2517,1,0,Centaur Warrunner,2015-01-03,,4,8,13,,0,,0,118764669,"[30, 84, 21, 96, 41]","[22, 7, 33, 67, 8]"
1791,13791,1387,1137954043,4,0,2334,1,0,Skywrath Mage,2015-01-03,,4,14,6,,0,,0,118764669,"[1, 70, 23, 87, 101]","[21, 32, 41, 17, 59]"
1792,13792,1388,1137619487,129,1,3032,1,0,Luna,2015-01-03,,9,7,20,,0,,0,118764669,"[35, 97, 110, 30, 22]","[7, 48, 86, 16, 23]"
1793,13793,1389,1137455681,128,1,3212,1,0,Tidehunter,2015-01-03,,7,14,18,,0,,0,118764669,"[72, 93, 74, 86, 5]","[29, 35, 27, 23, 102]"
1794,13794,1390,1137077140,2,0,2343,1,0,Crystal Maiden,2015-01-03,,2,5,2,,0,,0,118764669,"[10, 43, 5, 18, 99]","[83, 39, 102, 65, 14]"
1795,13795,1391,1135909255,4,0,3686,3,0,Sniper,2015-01-02,,9,11,10,,0,,0,118764669,"[42, 51, 44, 87, 35]","[12, 110, 100, 75, 14]"
1796,13796,1392,1128330191,1,0,3049,1,0,Sniper,2014-12-30,,7,12,18,,0,,0,118764669,"[98, 35, 41, 87, 89]","[107, 76, 109, 9, 8]"
1797,13797,1393,1121044410,1,0,2401,1,0,Bristleback,2014-12-27,,3,8,7,,0,,0,118764669,"[66, 99, 4, 45, 32]","[6, 74, 57, 58, 94]"
1798,13798,1394,1120935122,130,1,3180,1,0,Centaur Warrunner,2014-12-27,,2,10,17,,0,,0,118764669,"[33, 11, 16, 9, 94]","[58, 66, 96, 4, 36]"
1799,13799,1395,1118420973,130,1,2187,22,7,Sand King,2014-12-26,,4,10,7,,0,,0,118764669,"[32, 87, 38, 62, 14]","[4, 64, 16, 1, 11]"
1800,13800,1396,1117060862,2,0,2162,22,7,Bristleback,2014-12-26,,4,8,11,,0,,0,118764669,"[41, 5, 99, 72, 69]","[75, 19, 10, 91, 104]"
1801,13801,1397,1110288629,131,1,2268,22,7,Lich,2014-12-23,,14,11,5,,0,,0,118764669,"[19, 87, 11, 27, 6]","[104, 18, 97, 31, 63]"
1802,13802,1398,1109617220,1,0,2487,22,7,Jakiro,2014-12-22,,3,8,7,,0,,0,118764669,"[17, 64, 104, 8, 58]","[3, 74, 23, 10, 30]"
1803,13803,1399,1108174749,1,0,2604,22,7,Lich,2014-12-22,,6,8,8,,0,,0,118764669,"[93, 31, 14, 73, 11]","[42, 50, 22, 41, 53]"
1804,13804,1400,1107305351,130,1,2476,1,0,Centaur Warrunner,2014-12-21,,6,9,11,,0,,0,118764669,"[20, 89, 86, 70, 1]","[48, 66, 96, 7, 4]"
1805,13805,1401,1107184818,131,1,3737,1,0,Dragon Knight,2014-12-21,,16,8,15,,0,,0,118764669,"[67, 39, 8, 71, 22]","[37, 62, 66, 49, 7]"
1806,13806,1402,1106076910,1,0,2810,4,0,Sven,2014-12-21,,6,9,12,,1,,0,118764669,"[47, 18, 79, 15, 3]","[14, 106, 17, 101, 95]"
1807,13807,1403,1103273679,129,1,1804,22,7,Bristleback,2014-12-20,,6,6,6,,0,,0,118764669,"[41, 57, 47, 88, 72]","[30, 99, 8, 74, 53]"
1808,13808,1404,1102429705,2,0,2404,3,0,Axe,2014-12-19,,11,10,5,,0,,0,118764669,"[81, 7, 2, 21, 26]","[32, 20, 96, 35, 58]"
1809,13809,1405,1090512207,4,0,1451,5,0,Queen of Pain,2014-12-14,,2,6,4,,0,,0,118764669,"[37, 57, 61, 63, 39]","[75, 55, 77, 70, 36]"
1810,13810,1406,1090449387,131,1,2049,1,0,Faceless Void,2014-12-14,,3,6,1,,1,,0,118764669,"[21, 89, 62, 83, 52]","[20, 61, 64, 41, 11]"
1811,13811,1407,1088389527,2,0,3001,3,0,Kunkka,2014-12-13,,5,10,10,,0,,0,118764669,"[16, 29, 23, 104, 42]","[81, 51, 25, 63, 50]"
1812,13812,1408,1086824736,3,0,3085,4,0,Legion Commander,2014-12-12,,8,10,18,,0,,0,118764669,"[46, 34, 36, 104, 57]","[65, 1, 79, 68, 54]"
1813,13813,1409,1086730782,129,1,2975,4,0,Axe,2014-12-12,,4,10,8,,0,,0,118764669,"[94, 111, 58, 4, 29]","[19, 2, 5, 92, 62]"
1814,13814,1410,1076610567,131,1,2302,1,0,Jakiro,2014-12-07,,1,11,5,,0,,0,118764669,"[41, 26, 22, 105, 19]","[36, 42, 39, 64, 7]"
1815,13815,1411,1075561002,2,0,2387,22,7,Vengeful Spirit,2014-12-07,,0,7,5,,0,,0,118764669,"[76, 1, 20, 77, 15]","[2, 94, 10, 74, 87]"
1816,13816,1412,1075391878,3,0,2347,22,7,Razor,2014-12-07,,7,7,4,,0,,0,118764669,"[90, 22, 67, 15, 54]","[41, 91, 88, 34, 19]"
1817,13817,1413,1073886871,1,0,3621,22,7,Witch Doctor,2014-12-06,,5,19,15,,0,,0,118764669,"[35, 30, 96, 34, 75]","[65, 58, 22, 62, 2]"
1818,13818,1414,1071909038,1,0,808,4,0,Phantom Assassin,2014-12-05,,0,1,0,,1,,0,118764669,"[93, 44, 48, 97, 3]","[81, 50, 56, 86, 34]"
1819,13819,1415,1071733006,1,0,3224,1,0,Slark,2014-12-05,,6,3,16,,0,,0,118764669,"[47, 93, 27, 7, 23]","[10, 99, 13, 16, 46]"
1820,13820,1416,1071643601,1,0,2676,5,0,Bane,2014-12-05,,3,10,14,,0,,0,118764669,"[10, 3, 49, 25, 96]","[97, 35, 41, 51, 85]"
1821,13821,1417,1071527061,1,0,3182,3,0,Jakiro,2014-12-05,,3,10,20,,0,,0,118764669,"[17, 64, 106, 41, 27]","[16, 107, 38, 30, 1]"
1822,13822,1418,1071384213,1,0,3447,1,0,Vengeful Spirit,2014-12-05,,3,11,25,,0,,0,118764669,"[52, 20, 106, 7, 22]","[14, 68, 111, 75, 44]"
1823,13823,1419,1071008057,2,0,3137,3,0,Drow Ranger,2014-12-05,,2,11,6,,0,,0,118764669,"[2, 61, 6, 77, 43]","[60, 34, 30, 90, 8]"
1824,13824,1420,1069323925,132,1,2066,1,0,Slark,2014-12-04,,1,7,6,,0,,0,118764669,"[35, 2, 44, 37, 29]","[62, 51, 7, 69, 93]"
1825,13825,1421,1067374507,2,0,2288,3,0,Faceless Void,2014-12-03,,2,6,6,,0,,0,118764669,"[16, 37, 41, 21, 76]","[65, 22, 23, 9, 43]"
1826,13826,1422,1060439908,4,0,2389,22,7,Lich,2014-11-30,,7,4,6,,0,,0,118764669,"[26, 41, 10, 63, 31]","[102, 83, 48, 35, 103]"
1827,13827,1423,1059108735,132,1,1736,22,7,Lich,2014-11-29,,6,8,9,,0,,0,118764669,"[48, 89, 106, 81, 16]","[84, 15, 41, 59, 31]"
1828,13828,1424,1057709428,0,0,2876,1,0,Bristleback,2014-11-29,,8,6,18,,0,,0,118764669,"[99, 106, 16, 6, 36]","[41, 7, 30, 11, 44]"
